motivo,depart,quant_saved,age,saved_formal,incentive,female,married,highschool_completed,reached_b4goal,bolivia,rem_any,provincia,wealthy,puzzle_ica,foto,rem_motive,peru,branch,marketer,joint,joint_single,dc,highint,rewardint,missing_inc,inc_7d,hyperbolic,missing_savamt,missing_havesaved,missing_savedwhere,missing_savwhynot,missing_satisfied,missing_satisfy,missing_regretspend,saved_asmuch,spent_b4isaved,philippines,country,late_rem_any,log_quant_saved,rem_any_peru,rem_any_phil,rem_any_boli,missing_female,missing_age,missing_highschool_completed,missing_married,missing_saved_formal,missing_inc_7d,missing_wealthy,missing_hyperbolic,missing_saved_asmuch,missing_spent_b4isaved,missing_number_account,ivhquant_saved,logalt_quant_saved,gain_rem,loss_rem,noincentive,rem_no_motive,masterid
"",4,115.352,51.583561,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.7566199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4411545,4.748075,0,0,0,0,11635
"",4,80.74640000000001,39.876713,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4036217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0844989,4.3914371,0,1,0,0,3456
"",4,317.218,23.983562,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.7627368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4527388,5.7596207,0,0,0,0,4830
"",4,0,30.890411,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,4270
"",4,144.19,48.164383,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.9780431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6642909,4.9712014,0,0,0,0,3723
"",4,692.1120000000001,20.460274,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.5411916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2328954,6.539762,0,0,0,0,7804
"",4,86.51400000000001,31.117807,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,0,0,0,12379
"",4,324.4275,24.167124,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.7851396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4752116,5.782093,0,0,0,0,9664
"",4,86.51400000000001,50.290409,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,1,1,0,7339
"",4,0,18.690411,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,10602
"",4,0,57.443836,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,11647
"",4,119.38932,62.830135,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.790731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4755545,4.7824736,0,0,0,0,10902
"",4,0,31.783562,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,10480
"",4,0,33.005478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,11654
"",4,14.419,26.704109,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.7356005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3628943,2.66924,0,0,0,0,8866
"",4,0,50.112328,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,3039
"",4,15.8609,41.265755,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.8249974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4579964,2.7644873,0,0,0,0,10623
"",4,1038.168,33.561646,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.9461756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6383605,6.9452224,0,0,0,0,6516
"",4,12.25615,23.70685,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.5844617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2008352,2.5068433,1,0,1,0,12131
"",4,43.25700000000001,28.115068,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,0,1,1,0,9944
"",4,0,42.290409,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,8613
"",4,0,26.057535,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,5317
"",4,86.51400000000001,40.200001,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,1,0,1,0,11834
"",4,0,48.090412,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,3198
"",4,72.09500000000001,53.40274,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.29176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.97118,4.2781234,1,0,1,0,8953
"",4,43.25700000000001,20.060274,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,0,0,0,0,11827
"",4,23.0704,24.747946,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1809828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8321669,3.1389837,0,0,0,0,11825
"",4,21.6285,47.953426,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1192102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.767693,3.0744741,0,0,0,0,7083
"",4,134.0967,46.909588,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.9059906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5917225,4.8986359,1,0,0,0,11824
"",4,764.2070000000001,43.843834,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.6401463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3319864,6.6388516,1,0,1,0,6650
"",4,72.09500000000001,36.926029,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.29176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.97118,4.2781234,1,0,1,0,6100
"",4,259.542,28.413698,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.5627642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2520695,5.5589571,0,0,0,0,13175
"",4,219.1688,28.19726,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.3943944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0829945,5.3898878,0,1,0,0,9262
"",4,129.771,25.312328,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.8734479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5589333,4.8658485,0,0,0,0,10520
"",4,259.542,24.646576,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.5627642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2520695,5.5589571,1,0,0,0,5902
"",4,86.51400000000001,29.942465,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,1,0,0,0,13208
"",4,14.419,33.493149,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.7356005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3628943,2.66924,0,0,0,0,6517
"",4,8.651400000000001,61.575344,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.267103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8541918,2.1588764,0,0,0,0,11211
"",4,216.285,28.915068,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.3812099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0697494,5.3766432,0,1,1,0,12266
"",4,0,36.405479,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,8910
"",4,432.5700000000001,90.057533,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.0720534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7628927,6.0697675,0,0,0,0,3650
"",4,0,55.610958,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,7700
"",4,519.0840000000001,47.517807,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.2539902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9452138,6.2520852,0,0,0,0,4349
"",4,2.8838,22.156164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.356814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7810459,1.0625706,0,0,0,0,12610
"",4,0,40.290409,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,13445
"",4,259.542,27.345205,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.5627642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2520695,5.5589571,1,0,1,0,8188
"",4,24.5123,39.295891,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.2391608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8927381,3.1995828,0,1,0,0,9608
"",4,64.88550000000001,26.473972,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.1879182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8658309,4.1727781,0,0,0,0,10373
"",4,0,23.328768,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,9237
"",4,64.88550000000001,45.158905,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.1879182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.8658309,4.1727781,0,1,0,0,11983
"",4,3108.15964,45.071232,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,8.0421076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7349329,8.0417891,0,0,0,0,13023
"",4,86.51400000000001,28.153425,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,1,0,0,9285
"",4,0,8.7780819,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,5637
"",4,0,29.69589,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,7288
"",4,8.651400000000001,30.20822,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.267103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8541918,2.1588764,0,1,0,0,11736
"",4,100.933,27.493151,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.6243157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3076286,4.6145558,1,0,1,0,10510
"",4,43.25700000000001,57.126026,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,0,1,0,0,5913
"",4,865.1400000000001,38.4137,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.7640467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.456039,6.7629027,0,1,1,0,9898
"",4,490.246,34.536987,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.1969452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8880553,6.1949277,0,0,0,0,12597
"",4,111.0263,21.728767,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.7187338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4029346,4.709857,0,0,0,0,4679
"",4,0,25.446575,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,10903
"",4,86.51400000000001,27.89315,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,0,0,0,4518
"",4,115.352,30.679453,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.7566199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.4411545,4.748075,0,1,1,0,3250
"",4,201.866,23.967123,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.3125458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0007572,5.3076534,1,0,1,0,11744
"",4,57.676,37.564384,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.072031,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.7480636,4.0550146,0,1,0,0,9006
"",4,325.8694,49.887672,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.7895608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4796462,5.7865272,1,0,1,0,6025
"",4,43.25700000000001,38.931507,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,0,0,0,0,8242
"",4,86.51400000000001,31.926027,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,0,0,0,11773
"",4,0,28.745205,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,12027
"",4,259.542,32.021919,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.5627642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2520695,5.5589571,1,0,0,0,7439
"",4,259.542,40.268494,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.5627642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2520695,5.5589571,1,0,1,0,11918
"",4,341.7303000000001,24.134247,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.8369436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5271711,5.8340511,0,0,0,0,6475
"",4,0,32.01096,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,12017
"",4,17.3028,22.038357,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.9070539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5448494,2.8514462,0,0,0,0,5794
"",4,25.9542,34.60548,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.2941391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9498515,3.2567186,0,0,0,0,10003
"",4,44.90797505996704,40.39452,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.8266389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4978867,3.8048379,0,1,0,0,6397
"",4,0,28.567123,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,6539
"",4,105.2587,43.967125,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.6658769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3495908,4.6565161,0,1,1,0,12173
"",4,0,16.852055,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,11760
"",4,57.676,25.284931,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.072031,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.7480636,4.0550146,0,1,0,0,7440
"",4,86.51400000000001,57.468494,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,1,1,0,13560
"",4,432.5700000000001,32.369862,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.0720534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7628927,6.0697675,0,1,0,0,5953
"",4,17.3028,62.624657,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.9070539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5448494,2.8514462,1,0,1,0,10010
"",4,18.02375,28.745205,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.9456882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5856061,2.8922451,0,0,0,0,5798
"",4,62.00170000000001,51.613697,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.1431618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.820374,4.1273232,0,0,0,0,4196
"",4,0,23.830137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,10667
"",4,17.3028,49.068493,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.9070539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5448494,2.8514462,0,1,0,0,8975
"",4,100.933,40.035618,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.6243157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3076286,4.6145558,1,0,0,0,6925
"",4,7.2095,26.90959,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.1052921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6733222,1.9767857,0,0,0,0,9115
"",4,1052.587,33.71233,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.9599557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6521535,6.9590158,0,1,1,0,8885
"",4,43.25700000000001,44.019176,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,0,0,0,0,6112
"",4,86.51400000000001,20.608219,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,1,0,0,0,8673
"",4,86.51400000000001,52.704109,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,1,0,0,3687
"",4,100.933,19.854795,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.6243157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3076286,4.6145558,1,0,0,0,3162
"",4,0,29.484932,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,10887
"",4,43.25700000000001,26.260275,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,0,1,0,0,5518
"",4,86.51400000000001,39.643837,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,1,0,0,5519
"",4,216.285,28.367123,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.3812099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0697494,5.3766432,1,0,0,0,10571
"",4,5.767600000000001,28.99452,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.9121466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4528353,1.7539884,0,0,0,0,11264
"",4,43.25700000000001,27.038357,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,1,0,0,0,9761
"",4,6.488550000000001,35.131508,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.0133753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.569072,1.8715791,0,0,0,0,4403
"",4,720.95,35.68219,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.5819559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2737174,6.5805836,0,0,0,0,3156
